Subject,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Medium
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Hard
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Easy
Physics,[Electricity] A resistor of resistance 3 Ω is connected to a 4 V battery. The current flowing through the circuit is:,1.33 A,1.83 A,1.03 A,2.33 A,A,Medium
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Heat] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Medium
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Easy
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Medium
Physics,[Electricity] A resistor of resistance 5 Ω is connected to a 7 V battery. The current flowing through the circuit is:,1.40 A,1.90 A,1.10 A,2.40 A,A,Hard
Physics,[Magnetism] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Medium
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Hard
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Easy
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Medium
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Hard
Physics,[Electricity] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Medium
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Hard
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Easy
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Medium
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Hard
Physics,[Sound] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Electricity] A resistor of resistance 4 Ω is connected to a 5 V battery. The current flowing through the circuit is:,1.25 A,1.75 A,0.95 A,2.25 A,A,Medium
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Easy
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Medium
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Light] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Medium
Physics,[Electricity] A resistor of resistance 6 Ω is connected to a 4 V battery. The current flowing through the circuit is:,0.67 A,1.17 A,0.37 A,1.67 A,A,Hard
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Easy
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Medium
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Hard
Physics,"[Force, Work & Energy] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Medium
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Hard
Physics,[Electricity] A resistor of resistance 3 Ω is connected to a 7 V battery. The current flowing through the circuit is:,2.33 A,2.83 A,2.03 A,3.33 A,A,Easy
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Medium
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Hard
Physics,[Modern Physics] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Medium
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Hard
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Easy
Physics,[Electricity] A resistor of resistance 5 Ω is connected to a 6 V battery. The current flowing through the circuit is:,1.20 A,1.70 A,0.90 A,2.20 A,A,Medium
Physics,"[Magnetism] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Heat] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Medium
Physics,"[Force, Work & Energy] If the work done by a force is zero, the angle between force and displacement is:",90°,0°,45°,180°,A,Hard
Physics,[Light] A ray of light passes from air to glass. Which of the following changes occurs?,Speed decreases and wavelength decreases,Speed increases and wavelength increases,Speed remains constant,Frequency decreases,A,Easy
Physics,[Sound] The pitch of a sound depends on:,Frequency of vibration,Amplitude of vibration,Speed of sound,Distance from source,A,Medium
Physics,[Electricity] A resistor of resistance 2 Ω is connected to a 5 V battery. The current flowing through the circuit is:,2.50 A,3.00 A,2.20 A,3.50 A,A,Hard
Physics,[Magnetism] Assertion (A): Electric energy is converted into mechanical energy in an electric motor. Reason (R): A current-carrying conductor placed in a magnetic field experiences a force.,Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Physics,[Heat] The quantity of heat required to change 1 kg of ice at 0°C to water at 0°C is called:,Latent heat of fusion,Specific heat capacity,Latent heat of vaporization,Thermal capacity,A,Medium
Physics,[Modern Physics] Which radiation has the highest penetrating power?,Gamma rays,Alpha particles,Beta particles,X-rays,A,Hard
